id,text,parent_id,weight,sentiment
1043,"This claim that the Mayans saw a cleft moon is based on a dubious and unsupported interpretation of a symbol [331] in a Mayan manuscript [332] dating back to around 1300 CE [333], 700 years after the alleged event [334]. This evidence is wholly insufficient to justify the claim that Mayans witnessed the alleged miracle of the splitting of the moon.",1042,5,-1
1044,"Islam teaches that Allah created the world in six days [335]. Yet, there is a body of research demonstrating that it was created over billions of years [336]. It follows that either Allah is not as taught by Islam, or he does not exist.",1033,5,1
1045,"An example is the Quran’s unveiling of many secrets of Ancient Egyptian Civilization, more than a 1000 years before the world uncovered these secrets empirically. [337]",1033,5,-1
1046,"The Quranic challenge as a whole (inimitability, preservation, non-contradiction, and unlikely predictions) is not disputed in any rigorous knowledge discipline. This shows that the Quran is authored by Allah.",1032,5,1
1047,"The Quran is not inimitable. Any text can be imitated, even if only by random chance [338].",1046,5,-1
1048,"Literary quality is subjective, so the inimitability of the Quran is only a matter of opinion and thus cannot prove God's existence.",1046,5,-1
1049,"Arguing that the Quranic teachings are true because they have yet to be falsified commits the fallacy of making an argument from ignorance [339], and thus should be rejected.",1046,5,-1
1050,"Inimitability is more likely evidence of factual inaccuracy than accuracy; assuming we occupy the same objective reality, one would expect multiple texts describing the fabric of existence to converge.",1046,5,-1
1051,"The Quranic text is the only ancient text of the Abrahamic texts that is pristinely preserved [340] from a historical and testimonial sense.",1046,5,1
1052,"Other comparably old texts are well preserved. We have texts from 3000 BCE in the originals. [341]",1051,5,-1
1053,"The standardization and apparent uniformity of the Quranic text can be largely attributed to Uthman burning all the textual variants after establishing a single canonical copy [342]. As destruction is the opposite of preservation, it cannot be said that the Quran has been ""pristinely preserved"" over its history.",1051,5,-1
1054,"The Quran was supposedly revealed only in Arabic. [343] This contradicts Allah's status as a non-human overseeing all the world's people. If Allah truly ruled all humans eternally, he'd lack any special interest in Arabic, which is a major language in only one region.",1046,5,-1
1055,"Allah could have revealed his law through all languages directly without the aid of human translators. The exclusivity of this revelation to Arabic speakers (and only one at that, Muhammad) shows that the Quran has its origins in Arabs.",1054,5,1
1056,"The quality of Qur'an, both in content and in form is so great, that it must have been the work of God. It is not possible for a human to write anything like it (inimitability [344])",1046,5,1
1057,"The fact that there are no contradictions [345] in the Qur’an, despite being revealed over the twenty-three year period, under different circumstances, addressing different problems, is a clear indication of its divine origin.",1046,5,1
1058,"The Holy Qur’an predicted [346] and foretold several events with total confidence and categorical details. The only justified answer to the cause of the precise accuracy of the predictions is that it was revealed by Allah.",1032,5,1
1059,"“The Byzantines have been defeated. In the nearest land. But they, after their defeat, will triumph. Within three to nine years.” Byzantines were defeated and did rebound in 3-9 years in a near land [347] to where the verses were revealed.",1058,5,1
1060,"The Persians defeated the Byzantines and captured Jerusalem at about 614-615 CE. The Byzantine counter-offensive did not begin until 622 CE and the victory was not complete until 628 CE, making it a period of around 13-14 years, not 3-9, as claimed in the Quran [348].",1059,5,-1
1061,"As the prophecy covers a range of 6 years, it is not ""precise,"" as claimed in the grandparent claim.",1059,5,-1
1062,"In the context of warfare and unlikely victories, a 6 or even 20 year range of a prediction of such outcome is so improvable that it is perhaps inhuman; as it unfound in other history.",1061,5,-1
1063,"A precise claim would specify the day, or at least the year. If the claim is being given by the creator and governor of the universe, the claim should be arbitrarily precise, not a range of 6 years.",1061,5,1
1064,"Given the Persian capture of Jerusalem in 614, the imminent retaliation of the more powerful Byzantines was not unlikely, as claimed in the grandparent claim.",1059,5,-1
1065,"The Byzantines were at a great disadvantage, as they, from 613-619 CE, were decimated by the Persian Empire, losing the territories of Antioch, then Damascus, then Armenia, then their most cherished Jerusalem, then Chalcedon, and finally Egypt.",1064,5,-1
1066,"In his book, The History of the Decline and Fall of the Roman Empire, Edward Gibbon says, “At the time when this prediction is said to have been delivered, no prophecy could be more distant from its accomplishment, since the first twelve years of Heraclius announced the approaching dissolution of the empire.”",1065,5,1
1067,"Everyone saw Byzantium as on its deathbed; to the degree that opponents of the Prophet ﷺ like Ubayy b. Khalaf mocked this “preposterous” foretelling in the Qur’an.",1066,5,1
1068,"The recent loss made a future victory more likely, as Eastern Rome would undoubtedly regroup to launch an overwhelming attack to regain what she had lost, which she had only lost for 10-20 years.",1065,5,-1
1069,"The sections “recent loss made a future victory more likely” goes against reason because a loss of a battle entails losing influence, land, resources, men, reputation, and patience. A retrospective look may look simpler and clearer, but predicting the future is much more difficult.",1068,5,-1
1070,"The use of “undoubtedly” here is perhaps due to the attribution error fallacy. Looking at history, one might think everything makes sense and every betrayal makes sense. However, evidence posted on this discussion suggests that that period was named the decline and fall of the Byzantine empire, even by european writers of the time.",1068,5,-1
1071,"The Quran states: (Today We shall preserve your body that you may be a sign to those after you: although most men give no heed to Our signs. (Yunus, 10.92)) speaking of Ramses ||, an ancient Pharoh of egypt. (13:00-14:06) [349]. In the contemporary era, a Pharoh’s body was retrieved intact, and was identified to be Ramses || [350].",1058,5,1
1072,"If the Quran was to predict an event so unlikely, so specific, futuristic, and verifiable, Allah argues this would be a miraculous feat that is not comparable to human capacity.",1071,5,1
1073,"This claim was not time-bound as the prophecy never indicates any specific time when it would be clear whether or not it came true. Whether the body was found 2 years ago, 20 years ago, or 200 or 2000 years in the future, the prophecy would be claimed confirmed.",1072,5,-1
1074,"The prophecy is not strictly verifiable as it is entirely possible that the body could have been lost or destroyed. The fact that it wasn't is merely chance.",1072,5,-1
1075,"As many pharaohs had their bodies preserved by mummification, the claim isn't terribly unlikely.",1072,5,-1
1076,"This passage is not clearly about Rameses II. That seems like a post hoc interpretation.",1071,5,-1
1077,"Up until 2 years ago, this would not have been evidence. As Islam had been around for far longer, it is clear that Muslims in no way depended on this to justify their belief in God.",1071,5,-1
1078,"Muslims never claim that the time of revelation of any evidence has a bearing on whether it should be considered, keeping their intellectual integrity intact.",1077,5,-1
1079,"To claim that the time of revelation has no bearing on the consideration of evidence amounts to an admission of accepting whatever confirmatory points can be found and ignoring any and all points that aren't confirmatory. In other words, it's an admission of confirmation bias.",1078,5,-1
1080,"The timing of a prophecy’s fulfillment is essential, like other elements, because it can contribute to the mysteriousness that makes something a prophecy rather than a mere promise. While a promise is informative, a prophecy creates space for fear, hope, and faith which are essential for spiritual understanding.",1079,5,-1
1081,"The Quran and Hadith issue prophecies often framed as such, and at times more subtly. If more than 10 clearly framed prophecies are true, and they stand the Islamic definition of a prophecy, the likeliness of their occurrence together would be virtually zero.",1080,5,1
1082,"Not knowing when a prophecy come true is specific to one kind of prophecy in Islam.",1079,5,-1
1083,"Not knowing the time of fulfillment is the one, and cherished, form of mystery God can incorporate into his prophecies. Ultimately, Islam claims sufficient evidence for God’s existence, never proof.",1079,5,-1
1084,"The Quranic prophecies are either interpreted after the fact to correspond to past events, or the prophecies are open ended and can then await fulfillment indefinitely. Thus, there can never be an unfulfilled prophecy: if a prophecy hasn't been fulfilled, it will be sometime in the future, or perhaps it has been fulfilled, and we just don't know it yet. As this precludes unfulfilled prophecies, it is unsurprising that there are no unfulfilled prophecies.",1079,5,1
1085,"A prophecy may appear to be fulfilled, then after investigation turns to be a false positive. Muslims will not judge the time of the revelation of evidence because time is always considered in the prophecy itself respectively.",1078,5,1
1086,"Prophecies vary in their relation to time measure from strictly time bound, to remotely time-bound, to implied, to open ended and other circumstance. Prophecies. In all cases, Muslims will engage all evidence as it seems relevant.",1078,5,1
1087,"Islam is concerned with developing and finessing its arguments as time goes by, besides being blessed with prophecy after prophecy being fulfilled to add on new arguments.",1077,5,-1
1088,"If finding the body counts in favor of Islam, increasing the support for the belief in God, until that happened, the unsubstantiated prediction would have counted against Islam, reducing the support for the belief in God. As this reduction in support didn't happen, the new evidence cannot count as an increase in support.",1077,5,1
1089,"If the conditional probability of A given B is higher than the unconditional probability of A, it necessarily follows that the conditional probability of A given not-B is lower than the unconditional probability of A. In other words, if presence of evidence is evidence of presence, absence of evidence is evidence of absence.",1088,5,1
1090,"As other Pharaohs had been preserved (mummification being well known), correctly predicting the preservation of one more Pharaoh (even if the whereabouts of the body aren't yet known) is not very impressive, and doesn't indicate any sort of divine influence.",1071,5,-1
1091,"In context [351], this is obviously supposed to be the head-on-a-pike kind of 'example', so the fact that Ramesses II lived to about 90 [352] and was remembered as 'The Great', and 9 more pharaohs took the name Ramesses in his honour, refutes it.",1071,5,-1
1092,"The age of Ramses has no bearing on the truth of the prophecy. The Quranic prophecy does not depict him as a young lad nor does it depict him as being of any age.",1091,5,-1
1093,"Leading an army in pursuit of escaping slaves is not an act of an arthritic 90-year-old.",1092,5,-1
1094,"While a a 90-year-old pharaoh would struggle to pursue individuals, they would be more than capable of leading the hunt by delegating the task to others.",1093,5,-1
1095,"An arthritic 90 year old man can lead an army politically, physically, and militarily.",1093,5,-1
1096,"This verse relates to the pharaoh of the exodus, who is popularly considered [353] to be Ramesses II, but the exodus narrative has little or no [354] historical basis.",1071,5,-1
1097,"The verse in question is referring to the Biblical story of the crossing of the Sea of Reeds [355]. As Rameses II did not die there, but rather from diseases or old age (he died at 90), it is not true that God preserved his body ""today"", as stated in the verse. Nor could it have been preserved ""as an example/sign"" as it was given a royal burial and was then not known for hundreds of years.",1071,5,-1
1098,"The complete compilation of of the Quran does not appear to have occured until some 12 to 24 years [356] after the fact, with many earlier manuscripts [357] existing before that time being destroyed and potentially several chapters [358] excluded from the book.",1032,5,-1
1099,"All theological and religious arguments for the existence of god are circular. Hence, there are no valid religious or theological arguments for the existence of god.",1022,5,-1
1100,"All arguments for the existence of God based on holy Scripture are circular, as they first require showing the scripture is Holy, which assumes that there is a God.",1099,5,1
1101,"You can't prove the existence of the author of a writing with the argument that it's written in the writing. It is written in the Hobbit, or there and back again [359] that Bilbo Baggins is writing ""there and back again"" therefore Bilbo Baggins exists. Yet we know that Bilbo Baggins is a fictional character invented by Tolkien.",1100,5,1
1102,"Genuine theology cannot exist without a god to study. Thus, no sound argument for the existence of God can come from theology.",1099,5,1
1103,"This claim is not about the Bible claiming it is true. It is about the Bible containing scientific facts and ethical principles which are ahead of their time and predictions of the future which can reasonably be explained by devine inspritation.",1099,5,-1
1104,"Bible ""ahead of their times"" scientific facts are useless since we needed to develop science to confirm them, also they have been debunked [360].",1103,5,-1
1105,"Other traditions [361] had comparable or superior ethical principles before the Bible was compiled.",1103,5,-1
1106,"Predictions of the future can be more reasonably explained by post events edits, and anyway have been debunked [362].",1103,5,-1
1107,"The Bible has evidence of a hierarchy of Gods; this implies that biblical religions are polytheistic rather than monotheistic. This contradicts the classical definition of God, which is monotheistic.",1022,5,-1
1108,"God's divine council or sôd [363] shows that ancient Israelite belief in God was more a form of Monolatry [364] than it was Monotheism.",1107,5,1
1109,"The Hebrew Bible has a variety of terms [365] referring to the divine council or sôd.",1108,5,1
1110,"The Assembly of God (עדת-אל; ‘ădat ’ēl) refers to the divine council (Psalm 82:1 [366] HIB).",1109,5,1
1111,"The Congregation of the Holy Ones (קהל קדשים; qĕhal qĕdôshîm) refers to the divine council (Psalm 89:5 [367] HIB).",1109,5,1
1112,"The Council of the Holy Ones (סוד קדשים; sôd qĕdôshîm) refers to the divine council (Psalm 89:7 [368] HIB).",1109,5,1
1113,"The Council of Yahweh (סוד יהוה; sôd yhwh) refers to the divine council (Jeremiah 23:18 [369] HIB).",1109,5,1
1114,"The Council of God (סוד אלוה; sôd ’ĕlôh) refers to the divine council (Job 15:8 [370] HIB).",1109,5,1
1115,"Like a royal court [371] has different members with different roles and purposes, the divine council or sôd has a variety of heavenly beings [372] with different roles and purposes where Jehovah is served by these lesser deities.",1108,5,1
1116,"Gods (אלים / אלהים; ’ēlîm / ’ēlōhîm) are part of Jehovah's divine council (Exodus 15:11 [373]; Deuteronomy 10:17 [374]; 32:8,43 [375] DSS; Joshua 22:22 [376]; Psalm 8:5 [377]; 82:1,6 [378]; 86:8 [379]; 95:3 [380]; 96:4 [381]; 97:9 [382];135:5 [383]; 138:1 [384]).",1115,5,1
1117,"Sons of God(s) (בני אלהים; bĕnê ’ēlōhîm) are part of Jehovah's divine council (Genesis 6:2,4 [385] HIB; Job 2:1 [386] HIB; 38:7 [387] HIB; Psalm 29:1 [388] HIB; 89:6 [389] HIB).",1115,5,1
1118,"Morning Stars (כוכבי בקר; kôkbê bôqer)"" are part of Jehovah's divine council (Job 38:7 [390] HIB).",1115,5,1
1119,"Since Christ is God and is called the ""the bright and morning star"" in Revelation 22:16 [391], the ""morning stars"" in Job 38:7 [392] are also gods.",1118,5,1
1120,"The Host(s) of (the) Heaven(s) (צבאות / צבא השמים; ṣĕbā’ ha-šāmaîm / ṣĕbā’ôt) are part of Jehovah's divine council (1 Kings 22:19 [393]; Nehemiah 9:6 [394]; Isaiah 37:16 [395]; Psalm 89:8 [396]; 148:2 [397]; Jeremiah 33:22 [398]; 44:25 [399]; Daniel 8:10 [400]; Haggai 2:6 [401]; Malachi 3:10 [402] KJV).",1115,5,1
1121,"(The) Heavens (שמים; šāmaîm)"" are part of Jehovah's divine council (Psalm 89:6 [403] HIB).",1115,5,1
1122,"Prophets (נביאים; nbiaim) are part of Jehovah's divine council (Amos 3:7 [404] HIB).",1115,5,1
1123,"Angels (מלאכים; malākîm)"" are part of Jehovah's divine council (Genesis 28:12 [405]; Psalm 78:49 [406]; 91:11 [407]; 103:20 [408]; 148:2 [409] HIB).",1115,5,1
1124,"The Enhanced Brown-Driver-Briggs Hebrew and English Lexicon defines sôd [410] as both a ""council, in familiar conversation … divan or circle of familiar friends … assembly, company” as well as a “counsel, taken by those in familiar conversation … secret counsel, which may be revealed.""",1108,5,1
1125,"Deuteronomy 6:4 [411] clearly demonstrates that the ancient Israelites believed in monotheism.",1107,5,-1
1126,"The Hebrew word for one ""e·ḥāḏ [412]"" in Deuteronomy 6:4 [413] does not make a strong case for ancient Israelite monotheistic beliefs. ""e·ḥāḏ [414]"" is also found in Genesis 11:5-8 [415] where it says the ""people is one"". They were one, not because they were of one being or one essence, but because they were of one mind in building the Tower of Babel. The Lord also uses the phrase ""Let us go down"" in verse 7. This implies that multiple others were with the Lord in going down and confounding their language.",1125,5,-1
1127,"Christ, who is God, said that the Father, who is also God, is greater than he is (John 14:28 [416]), the Father is the only true God (John 17:3 [417]), and that he is greater than all (John 10:29 [418]), demonstrating a hierarchy of Gods within the trinity.",1107,5,1
1128,"Christ, who is God (Philippians 2:5-11 [419]), said God is greater than men (Job 33:12 [420]) and also referred to men as gods (Psalms 82:6-7 [421], John 10:33-36 [422]), which shows there is a hierarchy of Gods.",1107,5,1
1129,"The first commandment advises ""You shall have no other gods before me"" and which implies the existence of other gods. If other gods do not exist, it is nonsensical to state this instead of simply clarifying that no other gods exist.",1107,5,1
1130,"Unlike many other parts of the Bible, this part is not clear in what it implies or whether it can readily be interpreted this way: what could be meant there is that believers should not also believe in other gods as in polytheism or believing that one or some other monotheistic Gods may also be real or possibly the only real one(s). It makes sense for a religion to perpetuate this as it enables a faster and more robust spread, especially since claims of afterlife may facilitate them to do so.",1129,5,-1
1131,"-> See 1.1.7.2.1.",1130,5,-1
1132,"An Omniscient god would know it's instructions are unclear and subject to interpretation. Thus is either not Omniscient or not Omnibenevolent due to spreading confusion.",1130,5,-1
1133,"The admission of potential other gods existing amounts to rejection that the god of classical theism [423] exists, as defined by the discussion.",1130,5,-1
1134,"The existence of polytheistic religions negates this argument.",1022,5,-1
1135,"Literature such as the Bible, the Qu'ran, or the Torah cannot be proven to be non-fiction.",1022,5,-1
1136,"Such literature often contains magic, miracles and other supernatural claims, even from people [424] operating outside the religion in question, which casts doubt as to the factual accuracy of the text.",1135,5,1
1137,"Such literature has claims which appears to be factually or historically inaccurate, thus reducing the credibility of the work as a whole.",1135,5,1
1138,"-> See 1.1.7.4.2.",1137,5,1
1139,"-> See 1.1.7.4.5.",1137,5,1
1140,"-> See 1.1.7.4.6.",1137,5,1
1141,"The Bible contains testimonial evidence for the existence of Jesus Christ, which is proof of the existence of God.",1022,5,1
1142,"The New Testament books were written either by eyewitnesses or by scribes based on the stories of eyewitnesses.",1141,5,1
1143,"The Pauline epistles [425] are attributed to the apostle Paul, who was an eyewitness to the resurrected Jesus [426].",1142,5,1
1144,"Most if not all of the books of the New Testament are dated within the lifetime of eyewitnesses (even by conservative scholars), meaning they could be interviewed about their experiences and would likely notice any discrepancy with what they experienced.",1142,5,1
1145,"The four gospels - Matthew, Mark, Luke, and John - were written by eyewitnesses.",1142,5,1
1146,"It is typically accepted by historians that the Gospel narratives were preserved by oral tradition [427] in the time between Jesus's death and the writing of the four Gospels.",1145,5,1
1147,"Oral transmission of information leads to the loss and or distortion of that information. The more generations that pass the more distorted that the information gets.",1146,5,-1
1148,"The amount and dates of extant accounts of Jesus's ministry and resurrection are outstanding in ancient history, where writing by eyewitnesses is not common, expected, or required when questioning ancient historical events.",1146,5,1
1149,"The first surviving account of Alexander the Great's life came ~200 years after his death, with the next not appearing until ~200 years after that.",1148,5,1
1150,"Oral tradition was much more reliable at the time, when reading and writing were uncommon, and especially among Jewish communities. This tradition is even continued into this day, with sections of the Torah being memorized and recited for bar mitzvahs.",1146,5,1
1151,"Oral tradition has never been reliable, especially when maintained and spread by uneducated and illiterate people with very little understanding of anything.",1150,5,-1
1152,"Mark and Luke were companions of Peter and Paul, respectively, but are not themselves relevant to the Gospel narrative. If the Church was just assigning authors to the Gospels, they would have chosen more important authors (such as Jesus's original disciples), like the Gnostic Gospels did, rather than unknown names like these.",1145,5,1
1153,"There is good evidence that the gospels are anonymous accounts [428]",1142,5,-1
1154,"Many people believed that they had some sort of experience of Jesus after his death.",1141,5,1
1155,"This is attested to by multiple independent sources, including Josephus, Paul, and all four Gospels and Acts. This is also preserved in earlier creeds, such as 1 Corinthians 15:3-7.",1154,5,1
1156,"It is possible that belief in the resurrection was due to hallucinations.",1154,5,-1
1157,"Most postmortem appearances were to multiple witnesses at once, with at least one report of a large group appearance (to 500 people at once). Group hallucinations are incredibly rare, with no known formally documented case, so this is unlikely to have happened multiple times.",1156,5,-1
1158,"Witnesses reported seeing, hearing, and sometimes touching the resurrected body. Hallucinations typically only influence one sense, with simultaneous hallucinations in many senses (such as these) being incredibly rare, so this is unlikely to have happened multiple times.",1156,5,-1
1159,"If all the witnesses of the resurrected body of Jesus were hallucinating, it's unlikely that their accounts of what he said and did would agree to the extent that they do, since his words and actions would be created independently in each of their minds.",1156,5,-1
1160,"If the witnesses of the resurrected body were hallucinating, they likely would have concluded that it was only a vision rather than a bodily resurrection, since we know that both their culture and the specific individuals involved had a concept of spiritual visions.",1156,5,-1
1161,"In Acts 12:14-15, a servant tells members of the early Church that Peter had escaped from prison, and she is dismissed with the claim that it was only his angel. This shows that the early Church wasn't quick to assume that the appearance of someone is necessarily their physical presence.",1160,5,1
1162,"It's possible that early belief in the resurrection was fabricated by later generations.",1154,5,-1
1163,"-> See discussion #43783: The Bible contains contradictions.",1141,5,-1
1164,"The disciples never wrote their own accounts of their experience of Jesus. The earliest copies of the books we now call the Gospels date to decades after the occurance of the proported events, and were not authored by the men whose names they are title after.",1141,5,-1
1165,"There is no contemporary or direct testimony on Jesus. While there are records from Rome during the time he lived, there are zero contemporary references. The gospels appear to have been written at least 48-300 years after the fact [429]. It's implausible that nobody noticed him [430] at the time.",1141,5,-1
1166,"The disciples bore testimony to having witnessed the resurrected Jesus along with many others. They bore this testimony even at the cost of their lives.",1141,5,1
1167,"The Apostles preached the resurrection immediately in Jerusalem, where the Jewish and Roman authorities were already prepared to combat them, rather than waiting or beginning their ministry elsewhere.",1166,5,1
1168,"The Roman historian Tacitus mentions that after Jesus's death, Christianity first began to rise in Judea.",1167,5,1
1169,"Cults are typically formed far away from or long after the events they preach, to avoid being persecuted or disproven.",1167,5,1
1170,"The deciples had no reasonable motivation to lie about having witnessed the resurrected Jesus.",1166,5,1
1171,"They may very well have witnessed Jesus, who had nearly died, and returned having narrowly escaped death.",1170,5,-1
1172,"The Roman soldiers would have broken Jesus' legs to finish the crucifixion process [431] if He were not already dead. Yet even Jesus' enemies knew He died, and one soldier even put a spear in Jesus' side to check if Jesus was dead.",1171,5,-1
1173,"The resurrection account is very weak evidence since the claim is a matter of individual revelation (even though it was several of Jesus' disciples who may have made the claim).  Individual revelation [432] (from 12:00 to 12:40) has an extremely low value (near 0%) as scientific evidence. The evidence relies on whether we believe the disciples of Jesus not.",1166,5,-1
1174,"The resurrection account is also based on several group reports (i.e., involving 10+ people)",1173,5,-1
1175,"The disciples may not have even existed and where merely figments of literature.",1166,5,-1
1176,"Rather then reports of witnesses, what is provided is hearsay in the form of posthumously written texts.",1141,5,-1
1177,"Jesus' disciples, who were witness to his life and miracles, identified him as being the Son of God. (See Matthew 16 verses 13-17)",1141,5,1
1178,"There is documented evidence of the existence of Jim Jones, whose 1000 followers claimed was God, yet the existence of Jim Jones is not clear evidence of the existence of God.",1177,5,-1
1179,"Because one person's claim is a lie does not have any bearing on another's claim. This statement neither supports nor undermines the parent claim.",1178,5,-1
1180,"This testimony is only of a man performing some kind of miracles. There are many examples [433] of miracles and other forms of magic being faked throughout history.",1177,5,-1
1181,"People today fake divine power and deeds on YouTube and Christian television shows.",1180,5,1
1182,"Some videos [434] have shown how fake healing shows generate illusory miracles.",1181,5,1
1183,"Even in the information age, people are still deceived by rather obvious and well known gimmicks (for instance the leg extention [435] ""miracles"", which are not miraculous [436] at all).",1180,5,1
1184,"Even in cases where faking miracles is not intentional, a person's actions can be exaggerated and distorted by those who tell and retell the episode.",1180,5,1
1185,"There are questions as to the consistency and accuracy of such scriptures over time between their supposed events, time of recording and potential alteration over time.",1022,5,-1
1186,"-> See 1.1.7.1.",1185,5,1
1187,"The Exodus is alleged to has occurred in the 13th century BCE [437] however, tales of the Exodus do not appear until the 8th century BCE [438] and potentially mixed with additions or revisions in the 5th century BCE [439] and even then, do not appear to be uniformly communicated across Israel as a whole through that entire period of time.",1185,5,1
1188,"-> See 1.2.1.2.4.",1185,5,1
1189,"-> See 1.2.1.7.5.",1185,5,1
1190,"Prior to Emperor Constantine there were only 21 books that Christians could agree on [440]. 10 others were disputed and some labelled heresy. The Council of Nicea [441] wasn't called until 325CE and the canon's completion took until 397CE [442]. Many of the books that went into the finished product were fabricated, the alleged authors centuries dead. Only the original 21 books stand any chance of being at all authentic.",1185,5,1
1191,"God spoke to Moses ""as a man speaketh to another."" Exodus 33:11. [443]",1022,5,1
1192,"Auditory and visual psychosis, also known as Distorted Reality [444], has been proven and directly observed. Sufferers of Distorted Reality commonly 'know' that a person, who does not exist from independent observers, there is no evidence that Moses actually spoke to God, only that Moses reported he spoke to God.",1191,5,-1
1193,"-> See 1.1.7.4.5.",1191,5,-1
1194,"You cannot use the book stating that God exist as a proof that God exist.",1191,5,-1
1195,"There is no archaeological or paeleological evidence [445] to suggest Moses existed. In fact, most biblical historians do not believe he existed.",1191,5,-1
1196,"There is no agreement between and within major world religions about the existence and nature of God. This implies that either all of them are wrong or only of them is right.",1022,5,-1
1197,"There is no contradiction between the existence of an absolute almighty power that created the universe and there being multiple contradictory conceptions of this entity.",1196,5,-1
1198,"If all religions shared an identical understanding of God, this would then necessitate that humans could not freely make up their own minds about him.  Without multiple possible choices, freedom does not exist.  Therefore disagreements about the nature of God are only able to be evidence for humanity not understanding him.",1197,5,1
1199,"The morality of major religions has changed drastically over time, in line with the Zeitgeist and cultural mores of the time. For example slavery was deemed perfectly moral by most religions 600 years ago, eg. by Judaism, Christianity, Islam, Hinduism as well and non-theist  ideologies like Buddhism.",1198,5,1
1200,"This does not show a change in morality, but a change in man's perception of morality.  If it was actually morality itself that changed, then slavery was actually moral in the Southern United States in 1840. In fact, many persons recognized that slavery was immoral during the founding of the nation, and fought to limit its practice in the new country.",1199,5,-1
1201,"When something actually exists before us, we are not free to choose its characteristics.",1198,5,-1
1202,"One may take his painting and change the nature of his painting in any way he chooses therefore this argument is invalid",1201,5,-1
1203,"Disagreements over the qualities something has doesn't tend to disprove that such a thing exists. In fact, multiple differing perspectives about the same object suggests the thing does exist, but is simply not well understood.",1197,5,1
1204,"This argument has nothing to do with God - it is a comment on man's autonomy and man's intellect. It is a non-argument in the context of the debate. God's role in this confusion is explained as being of His divine design in response to man's idiocy in Genesis Ch. 11 v.1 to v.9. [446]",1203,5,1
1205,"There is no need to hypothesise about God's role in this confusion if God does not exist, so if nothing else the argument makes the God hypothesis less Occamian, which is enough to be more than a non-argument.",1204,5,-1
1206,"This is not an argument that supports the non-existence of God, but an argument that says ""Humans cannot yet see beyond contradictions.""",1203,5,1
1207,"To consider that ""Humans cannot yet see beyond contradictions"" is to entertain the idea that we hold the logical absolute of the excluded middle in too high esteem. One would have to presuppose the logical absolutes to prove them wrong, and so there is no way around the presupposition that they are true.",1206,5,-1
1208,"Unless God's existence is assumed, there is no reason to believe there is any need to ""see beyond contradictions"", so this is begging the question.",1206,5,-1
1209,"It's not necessarily begging the question because what it does is show how the contradictions can be present both in the case of God existing and of God not existing. It thus neutralizes the grandparent claim by establishing the fact that contradictions can be expected to exist in a world in which God exists.",1208,5,-1
1210,"The evidence of any religion would confirm the truth of only that religion. And since religions, and their sects, preach mutually incompatible theologies, they may not all be correct.",1196,5,1
1211,"If God does exist there would not be this many diverse religions. God would have made it clear that there should exist only one religion.",1210,5,1
1212,"The evidence for other religions, while potentially detrimental for the exclusive claims of those religions, might still be mutually reinforcing as evidence for the existence of God.",1210,5,-1
1213,"The existence of a mythology does not inherently support the existence of the gods in said mythology. If that were the case, you would have to acknowledge the existence of Zeus, Ra, Shiva, Odin, etc. alongside the Christian God. The existence of those gods would then render the claim of the Christian God being the only god or ""one true god"" a falsehood.",1210,5,1
1214,"The concept of God/s has changed through time reflecting cultures and cultural understandings.  A particular concept of God/s that arose in a definite place and time (within history) cannot be separated from its circumstances.  We might as well argue whether Odin exists or Artemis or Ahura Mazda.  God (YHWH) is merely one more cultural artifact.",1213,5,1
1215,"There are as many concepts of God as cultures, but are ""models"" (approximations) of God adapted to the reality of each culture / depend on each culture. The reality of God must be beyond / beneath the cultures.",1214,5,1
1216,"A continued strong and active belief in God in spite of extreme persecution over centuries is not the same as a continued knowledge that a people group once believed something, such as in the case of Greek or other mythology. Those belief systems essentially died out and simply became part of history when they went out of political/social favor.",1213,5,-1
1217,"If the teachings of at least one monotheistic religion are true, it is sufficient to conclude that God exists.",1196,5,-1
1218,"Islam maintains its classical definition, followed by virtually all Muslims. Allah is defined by his 99 names and attributes mentioned in the Quran and Hadith. Islam maintains that its definition of Allah coheres completely.",1217,5,1
1219,"Islam is not the only religion. The god of Islam is different than and irreconcilable with the God of Christianity (which is a trinity and for which no prophet followed Jesus).",1218,5,-1
1220,"There needs to be only one definition to cohere thoroughly for the problem highlighted by this con to go away.",1218,5,1
1221,"As many monotheistic faiths claim that the Word of God/Allah is inerrant there is only one logical response. For each, inerrant, word of a God, there is one God. This, in turn, disproves the concept of 'A God of Classical Theism' as there would be many. If however, the Word of God is not inerrant. There is no way to show the teachings of any monotheistic religion as being true.",1217,5,-1
1222,"Christianity is far too ideologically diverse to yield one coherent system of belief that all Christians accept.",1196,5,1
1223,"There is no consistency between religious texts, different sects and anecdotal experiences.",1196,5,1
1224,"There exist many different religions and beliefs for which God has different goals, attributes and properties, etc. For example see a list of Chistian denominations [447] and their different conceptions of God.",1223,5,1
1225,"Religious texts, sects and anecdotal experiences could be likened to the different paths climbing a single mountain. People who start from the north would describe a very different geography while travelling - inconsistencies in narrative - from those starting from the south. The ultimate destination, however, remains the same.",1223,5,-1
1226,"There is little consistency between modern recounting of even the most recent events. It does not follow that this lack of consistency is evidence against an event occurring.",1223,5,-1
1227,"The non-existence of God is consistent with widely accepted views on the deities of dead, or fringe religions. If all other gods are mythological and created by man, then likely all gods are.",1196,5,1
